# rmin,rmaj,elong,ne,nh,nz,nf,zeff,te,ti,q,btor,zimp,aimp,ahyd,aimass,wexbs,gne,gni,gnh,gnz,gte,gti,gq,gvtor,vtor,gvpol,vpol,gvpar,vpar
# m,m,m^-3,m^-3,m^-3,m^-3,,keV,keV,,Tesla,,,rad/s,,,,m/s,,m/s,,m/s
5.6194e-01,8.7000e-01,1.6950e+00,1.4530e+19,9.1540e+13,6.3520e+17,9.2820e+15,1.5750e+00,2.4250e-01,2.0900e-01,6.5610e+00,4.8480e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8170e+01,9.3310e+00,6.8480e+00,4.8290e+01,1.4860e+01,3.5970e+01,9.3350e+00,-1.0520e+00,3.5570e+04,-2.1820e+01,5.5430e+03,1.2670e-01,3.6460e+04
5.6406e-01,8.6880e-01,1.6970e+00,1.3890e+19,8.9990e+13,5.6320e+17,8.7560e+15,1.4600e+00,2.3400e-01,1.9070e-01,6.7130e+00,4.8410e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8370e+01,9.6990e+00,7.0730e+00,5.0470e+01,1.4590e+01,3.8740e+01,9.5070e+00,-1.2530e+00,3.5670e+04,-2.0930e+01,5.8410e+03,-5.1590e-02,3.6460e+04
5.6617e-01,8.6760e-01,1.6990e+00,1.3290e+19,8.8440e+13,4.9730e+17,8.2610e+15,1.3480e+00,2.2590e-01,1.7290e-01,6.8710e+00,4.8350e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8520e+01,1.0050e+01,7.2960e+00,5.2660e+01,1.4230e+01,4.1610e+01,9.6850e+00,-1.4230e+00,3.5790e+04,-2.0090e+01,6.1390e+03,-2.1550e-01,3.6470e+04
5.6825e-01,8.6639e-01,1.7020e+00,1.2710e+19,8.6870e+13,4.3730e+17,7.7960e+15,1.2390e+00,2.1850e-01,1.5580e-01,7.0340e+00,4.8280e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8610e+01,1.0390e+01,7.5140e+00,5.4820e+01,1.3790e+01,4.4580e+01,9.8660e+00,-1.5620e+00,3.5920e+04,-1.9280e+01,6.4370e+03,-3.6470e-01,3.6500e+04
5.7031e-01,8.6519e-01,1.7040e+00,1.2150e+19,8.5310e+13,3.8290e+17,7.3580e+15,1.1350e+00,2.1150e-01,1.3940e-01,7.2030e+00,4.8210e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8630e+01,1.0690e+01,7.7230e+00,5.6940e+01,1.3280e+01,4.7650e+01,1.0050e+01,-1.6700e+00,3.6070e+04,-1.8490e+01,6.7350e+03,-4.9860e-01,3.6540e+04
5.7236e-01,8.6399e-01,1.7060e+00,1.1630e+19,8.3740e+13,3.3410e+17,6.9470e+15,1.0350e+00,2.0510e-01,1.2400e-01,7.3770e+00,4.8140e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8570e+01,1.0960e+01,7.9190e+00,5.8980e+01,1.2690e+01,5.0790e+01,1.0240e+01,-1.7490e+00,3.6220e+04,-1.7730e+01,7.0300e+03,-6.1680e-01,3.6590e+04
5.7438e-01,8.6279e-01,1.7080e+00,1.1140e+19,8.2180e+13,2.9060e+17,6.5600e+15,9.4020e-01,1.9930e-01,1.0960e-01,7.5580e+00,4.8080e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8430e+01,1.1190e+01,8.0990e+00,6.0910e+01,1.2040e+01,5.4010e+01,1.0430e+01,-1.7990e+00,3.6370e+04,-1.6980e+01,7.3230e+03,-7.1910e-01,3.6640e+04
5.7639e-01,8.6160e-01,1.7100e+00,1.0670e+19,8.0620e+13,2.5210e+17,6.1970e+15,8.5110e-01,1.9390e-01,9.6320e-02,7.7450e+00,4.8010e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.8210e+01,1.1370e+01,8.2600e+00,6.2670e+01,1.1340e+01,5.7270e+01,1.0620e+01,-1.8220e+00,3.6520e+04,-1.6260e+01,7.6120e+03,-8.0580e-01,3.6710e+04
5.7837e-01,8.6041e-01,1.7130e+00,1.0240e+19,7.9080e+13,2.1820e+17,5.8570e+15,7.6790e-01,1.8910e-01,8.4090e-02,7.9380e+00,4.7950e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7900e+01,1.1500e+01,8.3980e+00,6.4190e+01,1.0590e+01,6.0550e+01,1.0810e+01,-1.8220e+00,3.6680e+04,-1.5550e+01,7.8970e+03,-8.7740e-01,3.6780e+04
5.8033e-01,8.5922e-01,1.7150e+00,9.8310e+18,7.7560e+13,1.8850e+17,5.5370e+15,6.9090e-01,1.8480e-01,7.2950e-02,8.1380e+00,4.7880e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7510e+01,1.1570e+01,8.5100e+00,6.5400e+01,9.8260e+00,6.3820e+01,1.0980e+01,-1.7990e+00,3.6840e+04,-1.4850e+01,8.1770e+03,-9.3460e-01,3.6860e+04
5.8228e-01,8.5804e-01,1.7170e+00,9.4540e+18,7.6070e+13,1.6270e+17,5.2390e+15,6.2030e-01,1.8090e-01,6.2910e-02,8.3450e+00,4.7810e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.7030e+01,1.1580e+01,8.5930e+00,6.6210e+01,9.0480e+00,6.7030e+01,1.1150e+01,-1.7580e+00,3.6990e+04,-1.4170e+01,8.4510e+03,-9.7770e-01,3.6940e+04
5.8420e-01,8.5687e-01,1.7200e+00,9.1060e+18,7.4610e+13,1.4050e+17,4.9590e+15,5.5640e-01,1.7750e-01,5.3990e-02,8.5580e+00,4.7750e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.6470e+01,1.1520e+01,8.6450e+00,6.6570e+01,8.2740e+00,7.0160e+01,1.1310e+01,-1.6990e+00,3.7130e+04,-1.3500e+01,8.7180e+03,-1.0070e+00,3.7030e+04
5.8610e-01,8.5570e-01,1.7220e+00,8.7860e+18,7.3180e+13,1.2150e+17,4.6990e+15,4.9890e-01,1.7440e-01,4.6110e-02,8.7770e+00,4.7680e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.5830e+01,1.1400e+01,8.6640e+00,6.6390e+01,7.5160e+00,7.3110e+01,1.1460e+01,-1.6260e+00,3.7270e+04,-1.2850e+01,8.9780e+03,-1.0250e+00,3.7110e+04
5.8799e-01,8.5454e-01,1.7250e+00,8.4930e+18,7.1800e+13,1.0540e+17,4.4560e+15,4.4780e-01,1.7170e-01,3.9210e-02,9.0030e+00,4.7620e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.5130e+01,1.1220e+01,8.6500e+00,6.5610e+01,6.7860e+00,7.5790e+01,1.1580e+01,-1.5410e+00,3.7400e+04,-1.2220e+01,9.2300e+03,-1.0310e+00,3.7200e+04
5.8985e-01,8.5338e-01,1.7270e+00,8.2250e+18,7.0450e+13,9.1830e+16,4.2300e+15,4.0260e-01,1.6940e-01,3.3230e-02,9.2350e+00,4.7550e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.4380e+01,1.0980e+01,8.6040e+00,6.4150e+01,6.0950e+00,7.8090e+01,1.1700e+01,-1.4450e+00,3.7520e+04,-1.1600e+01,9.4730e+03,-1.0270e+00,3.7280e+04
5.9169e-01,8.5224e-01,1.7300e+00,7.9820e+18,6.9160e+13,8.0440e+16,4.0210e+15,3.6330e-01,1.6730e-01,2.8090e-02,9.4730e+00,4.7490e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.3580e+01,1.0680e+01,8.5240e+00,6.1940e+01,5.4560e+00,7.9910e+01,1.1790e+01,-1.3430e+00,3.7640e+04,-1.0990e+01,9.7070e+03,-1.0140e+00,3.7360e+04
5.9351e-01,8.5110e-01,1.7330e+00,7.7620e+18,6.7920e+13,7.0930e+16,3.8270e+15,3.2950e-01,1.6550e-01,2.3720e-02,9.7160e+00,4.7430e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.2760e+01,1.0320e+01,8.4120e+00,5.8940e+01,4.8770e+00,8.1140e+01,1.1870e+01,-1.2360e+00,3.7740e+04,-1.0400e+01,9.9320e+03,-9.9290e-01,3.7440e+04
5.9531e-01,8.4996e-01,1.7360e+00,7.5640e+18,6.6730e+13,6.3060e+16,3.6480e+15,3.0080e-01,1.6390e-01,2.0050e-02,9.9640e+00,4.7360e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.1910e+01,9.9210e+00,8.2650e+00,5.5270e+01,4.3590e+00,8.1620e+01,1.1910e+01,-1.1250e+00,3.7830e+04,-9.8300e+00,1.0150e+04,-9.6470e-01,3.7520e+04
5.9708e-01,8.4884e-01,1.7390e+00,7.3860e+18,6.5600e+13,5.6610e+16,3.4830e+15,2.7670e-01,1.6260e-01,1.6990e-02,1.0220e+01,4.7300e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.1060e+01,9.4790e+00,8.0850e+00,5.1070e+01,3.9000e+00,8.1160e+01,1.1920e+01,-1.0140e+00,3.7920e+04,-9.2690e+00,1.0350e+04,-9.3050e-01,3.7600e+04
5.9884e-01,8.4771e-01,1.7420e+00,7.2270e+18,6.4520e+13,5.1380e+16,3.3330e+15,2.5650e-01,1.6140e-01,1.4470e-02,1.0470e+01,4.7240e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,1.0200e+01,9.0010e+00,7.8710e+00,4.6480e+01,3.4980e+00,7.9580e+01,1.1870e+01,-9.0300e-01,3.7990e+04,-8.7200e+00,1.0550e+04,-8.9100e-01,3.7670e+04
6.0056e-01,8.4660e-01,1.7450e+00,7.0860e+18,6.3510e+13,4.7140e+16,3.1950e+15,2.4000e-01,1.6030e-01,1.2400e-02,1.0730e+01,4.7180e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,9.3630e+00,8.4950e+00,7.6220e+00,4.1660e+01,3.1490e+00,7.6700e+01,1.1760e+01,-7.9520e-01,3.8060e+04,-8.1810e+00,1.0730e+04,-8.4730e-01,3.7740e+04
6.0227e-01,8.4549e-01,1.7490e+00,6.9610e+18,6.2560e+13,4.3700e+16,3.0690e+15,2.2650e-01,1.5940e-01,1.0720e-02,1.0980e+01,4.7110e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,8.5460e+00,7.9680e+00,7.3400e+00,3.6740e+01,2.8530e+00,7.2440e+01,1.1590e+01,-6.9190e-01,3.8120e+04,-7.6510e+00,1.0900e+04,-8.0030e-01,3.7800e+04
6.0394e-01,8.4438e-01,1.7530e+00,6.8500e+18,6.1670e+13,4.0940e+16,2.9560e+15,2.1560e-01,1.5850e-01,9.3730e-03,1.1240e+01,4.7050e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.7620e+00,7.4300e+00,7.0330e+00,3.1880e+01,2.6050e+00,6.7080e+01,1.1360e+01,-5.9400e-01,3.8160e+04,-7.1350e+00,1.1060e+04,-7.5120e-01,3.7860e+04
6.0560e-01,8.4329e-01,1.7560e+00,6.7530e+18,6.0840e+13,3.8740e+16,2.8530e+15,2.0700e-01,1.5770e-01,8.3020e-03,1.1490e+01,4.6990e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,7.0200e+00,6.8930e+00,6.7100e+00,2.7240e+01,2.4020e+00,6.1000e+01,1.1090e+01,-5.0220e-01,3.8200e+04,-6.6390e+00,1.1210e+04,-7.0130e-01,3.7910e+04
6.0723e-01,8.4220e-01,1.7610e+00,6.6670e+18,6.0080e+13,3.7010e+16,2.7610e+15,2.0030e-01,1.5710e-01,7.4620e-03,1.1740e+01,4.6930e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,6.3280e+00,6.3680e+00,6.3790e+00,2.2970e+01,2.2390e+00,5.4580e+01,1.0790e+01,-4.1730e-01,3.8240e+04,-6.1700e+00,1.1350e+04,-6.5180e-01,3.7960e+04
6.0884e-01,8.4112e-01,1.7650e+00,6.5930e+18,5.9370e+13,3.5640e+16,2.6790e+15,1.9500e-01,1.5640e-01,6.8040e-03,1.1980e+01,4.6870e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,5.6940e+00,5.8660e+00,6.0510e+00,1.9220e+01,2.1120e+00,4.8210e+01,1.0490e+01,-3.3980e-01,3.8260e+04,-5.7320e+00,1.1480e+04,-6.0390e-01,3.8010e+04
6.1042e-01,8.4005e-01,1.7700e+00,6.5280e+18,5.8730e+13,3.4540e+16,2.6060e+15,1.9090e-01,1.5580e-01,6.2820e-03,1.2220e+01,4.6810e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,5.1280e+00,5.4010e+00,5.7360e+00,1.6110e+01,2.0200e+00,4.2190e+01,1.0190e+01,-2.7050e-01,3.8280e+04,-5.3330e+00,1.1600e+04,-5.5900e-01,3.8050e+04
6.1195e-01,8.3900e-01,1.7750e+00,6.4720e+18,5.8140e+13,3.3670e+16,2.5410e+15,1.8770e-01,1.5530e-01,5.8770e-03,1.2440e+01,4.6750e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.6370e+00,4.9850e+00,5.4510e+00,1.3610e+01,1.9600e+00,3.6650e+01,9.9400e+00,-2.0930e-01,3.8300e+04,-4.9860e+00,1.1710e+04,-5.1860e-01,3.8080e+04
6.1341e-01,8.3795e-01,1.7790e+00,6.4240e+18,5.7620e+13,3.2990e+16,2.4850e+15,1.8530e-01,1.5470e-01,5.5700e-03,1.2660e+01,4.6690e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.2300e+00,4.6340e+00,5.2170e+00,1.1620e+01,1.9340e+00,3.1610e+01,9.7570e+00,-1.5620e-01,3.8310e+04,-4.7030e+00,1.1810e+04,-4.8450e-01,3.8120e+04
6.1478e-01,8.3690e-01,1.7840e+00,6.3830e+18,5.7150e+13,3.2480e+16,2.4360e+15,1.8360e-01,1.5430e-01,5.3450e-03,1.2860e+01,4.6640e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.9130e+00,4.3640e+00,5.0520e+00,1.0080e+01,1.9430e+00,2.7120e+01,9.6760e+00,-1.1110e-01,3.8320e+04,-4.4960e+00,1.1890e+04,-4.5820e-01,3.8140e+04
6.1602e-01,8.3587e-01,1.7890e+00,6.3490e+18,5.6730e+13,3.2100e+16,2.3950e+15,1.8240e-01,1.5380e-01,5.1860e-03,1.3040e+01,4.6580e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.6950e+00,4.1870e+00,4.9760e+00,8.8920e+00,1.9870e+00,2.3220e+01,9.7270e+00,-7.4000e-02,3.8320e+04,-4.3800e+00,1.1970e+04,-4.4150e-01,3.8170e+04
6.1712e-01,8.3483e-01,1.7940e+00,6.3210e+18,5.6380e+13,3.1820e+16,2.3600e+15,1.8160e-01,1.5350e-01,5.0770e-03,1.3200e+01,4.6520e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.5830e+00,4.1210e+00,5.0080e+00,7.9900e+00,2.0650e+00,1.9960e+01,9.9430e+00,-4.4740e-02,3.8330e+04,-4.3660e+00,1.2040e+04,-4.3600e-01,3.8190e+04
6.1805e-01,8.3380e-01,1.7990e+00,6.2970e+18,5.6070e+13,3.1610e+16,2.3300e+15,1.8100e-01,1.5310e-01,5.0000e-03,1.3350e+01,4.6460e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.5850e+00,4.1790e+00,5.1670e+00,7.2900e+00,2.1800e+00,1.7380e+01,1.0350e+01,-2.3290e-02,3.8330e+04,-4.4680e+00,1.2090e+04,-4.4340e-01,3.8210e+04
6.1879e-01,8.3277e-01,1.8030e+00,6.2790e+18,5.5820e+13,3.1450e+16,2.3070e+15,1.8060e-01,1.5280e-01,4.9390e-03,1.3470e+01,4.6400e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.7080e+00,4.3760e+00,5.4740e+00,6.7140e+00,2.3320e+00,1.5510e+01,1.0990e+01,-9.5730e-03,3.8330e+04,-4.6980e+00,1.2140e+04,-4.6530e-01,3.8220e+04
6.1930e-01,8.3174e-01,1.8070e+00,6.2640e+18,5.5620e+13,3.1300e+16,2.2880e+15,1.8020e-01,1.5260e-01,4.8780e-03,1.3570e+01,4.6350e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,3.9620e+00,4.7270e+00,5.9470e+00,6.1800e+00,2.5200e+00,1.4420e+01,1.1890e+01,-3.5300e-03,3.8330e+04,-5.0710e+00,1.2180e+04,-5.0350e-01,3.8230e+04
6.1957e-01,8.3070e-01,1.8100e+00,6.2510e+18,5.5470e+13,3.1120e+16,2.2740e+15,1.7960e-01,1.5240e-01,4.8000e-03,1.3650e+01,4.6290e-01,6.0000e+00,1.2000e+01,2.0000e+00,2.0000e+00,0.0000e+00,4.3530e+00,5.2470e+00,6.6050e+00,5.6110e+00,2.7460e+00,1.4120e+01,1.3070e+01,-5.0870e-03,3.8330e+04,-5.5970e+00,1.2210e+04,-5.5950e-01,3.8240e+04
